positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"دیجی جون لطفا غیر لمسی رو بیار
یکمم هم به فکر ما پیرمردا باش",5,1,3,3,3,3,3,3
,,"خواهش میکنم xps 15 2015 هر چی زودتر موجودش کنید مطمئنا پشیمون نمیشی دیجی!
مخصوصا کانفیگ i7 6700hq 16gb ddr4 512ssd gtx960 non-touch fullhd",15,0,5,5,5,5,5,5
,,"لطفا برای خریدار ارزش قائل باشید چندماه زدین به زودی... تا کی باید منتظر به زودی شما باشیم؟؟؟؟",14,0,4,4,4,3,3,5
,,"این یکی رو که نیاوردین خواهشا سری جدید هارو بیارین مخصوصا سری 15 اینچی شو",4,0,0,0,0,0,0,0
,,"سلام خسته نباشید
آقا سری اسکای لیک رو بیارید دیگه منتظریم!
نسخه 15 اینچ رو رو سایت نمی بینم!!!
منتظرم کانفیگ 15 اینچ core i7 16g ram ddr4 512g ssd
موجود شه!",13,0,5,5,5,5,5,5
,,"مدل 2016 معرفی شد مدل 2015 نیومد
تو رو جان هرکی دوست دارید مدل 2016 رو با کانفیگ های مختلف بیارید سریعتر.",16,0,5,5,5,5,5,5
,,"و نیامد که نیامد که نیامد....
دیجی کالا چرا آخه؟!",11,0,0,0,0,0,0,0
,,"لطفا کانفیگی که هارد 512ssd هست را موجود کنید.",5,0,0,0,0,0,0,0
,,"به جز جای وبکم :( بقیه قسمت ها اوکی هستش.
البته یه سی پیو core m اگه داشت عالی میشد :)",2,2,0,0,0,0,0,0
,,"سلام. اگه میشه ی نگاه به درخواست ها کنید !!! همه منتظر انواع این لپتاپ هستیم با سخت افزار مختلف تولید شده !",9,0,5,5,5,5,5,5
,,"دی جی جون 4 ماهه منتظرم موجود کنی موجود نشه مجبورم از بیرون بخرم.من کارم برنامه نویسی اندرویده و لازمش دارم با ایسوس کارم راه نمیوفته..",6,0,5,5,5,5,5,5
,,"لطفا هر چه سریعتر موجودش کنید.ممنون...",5,0,0,0,0,0,0,0
,,"لپ تاپ بسیار عالی ایه باید فروش زیادی داشته باشه. طراحی-سخت افزار-کیفت نمایش و ساخت بسیار عالی. به لیست خریدم اضافه شد",6,0,5,5,5,5,5,5
,,"شاید این جمعه بیاید شاید........",11,0,0,0,0,0,0,0
,,"گرافیکش intel 5500 هستش و وزنش 2.8 پوند معادل 1.26 کیلوگرم است. لطفا به مشخصات اضافه کنید . کی موجود میشه ؟؟؟؟",3,0,0,0,0,0,0,0
,,"سلام
واقعا کسایی که Macbook Air خریدن خیلی پشیمون شدن .... چون این قیمتش تقریبا نزدیک می باشد ولی تقریبا امکاناتش یکیه ....
راستی سیستم عامل روش اوبونتو هستش که من خودم لینوکس کار کردم و خیلی خوبه ... ولی دیجی زده Win8.1 که خوب شاید خودشون عوض میکنن سیستم عامل رو چون اکثرا مردم ایران لینوکس کار نکردن ...
در کل عالیه ....
ولی حیف درایور نوری نداره آخه خوب شاید تو خارج دیگه Cd و Dvd مد نیست ولی تو ایران تازه جا افتاده ...
*این گرافیک نداره؟",6,0,3,5,5,5,5,5
,,"حداقل به زبانهای دیگه بنویسید مثلاََ coming soon که حوصلمون سر نره ....
این لپتابو به هیچ وجه نمیشه از بازار خرید بخاطر جنس و سفارشی که برای محدوده خاورمیانه میزنن که هیچ وقت جای لپ تاپ های اصلی و اروپایی رو نمیگیره
من که با خوندن کانفیکش کلی ذوق میکنم هر چند که صد بار تا حالا این کارو کردم...خلاصه همین که دیجی زحمت کشیده کانفیگو و مشخصاتو گذاشته باید تشکر کرد",5,0,0,0,0,0,0,0
,,"سلام
من عاشق محصولات DELL و APPLE هستم چون واقعا محصولات با کیفیت تولید می کنن. الانم 8 ماه منتظر این محصول هستم که موجود نمیشه. :|
مهمترین ویژگی این محصول واسه من سبک بودن و شارژدهی اونه که واقعا عالیه. حالا بگذریم که صفحه نمایش عالی و بدنه فلزی داره.
من DELL INSPIRON 3542 دارم واقعا ازش راضیم. کلا از 1.5 سال پیش محصولات دل با سیستم عامل لینولس( اوبونتو )راهی بازار میشه که سیستم عامل خوبیه ولی اکثرا به مشکل بر میخورن چون تو ایران 95 % از ویندوز استفاده میشه. اصلا مشکلی نداره به راحتی پاک میکنی و ویندوز نصب می کنی.
نداشتن درایور نوری عیب نیست چون درایور ها که در سایت خود محصول وجود داره و برای نصب نرم افزار دانلود رایگان از سایت ها و نصب از طریق USB (البته در ایران به دلیل محدودیت سرعت اینترنت مشکلاتی وجود داره).",5,0,5,5,5,5,5,5
,,"کاش حداقل میزدین ناموجود تا خیالمون راحت شه. . .",5,0,5,5,5,5,5,5
,,"از وقتی که یادم میاد زده به زودی",13,0,0,0,0,0,0,0
,,"من که خیلی خوشحالم که لپ تاپی که پسندیدم 300 گرم بخاطر نداشتن درایو نوری سبکتره",4,0,0,0,0,0,0,0
,,"Dell XPS 13 2015 non touch core i5 رو بیارید .......",2,0,0,0,0,0,0,0
,,"سلام
به اطلاع مى رسانم این لپ تاپ بسیار زیبا درایور نورى ندارد",2,0,0,0,0,0,0,0
,,"لطفا موجودش کنید",3,0,0,0,0,0,0,0
,,"تو رو خدا موجودش کنید من میخوام برم دانشگاه اگه تا یک ماه دیگه اینو نگیرم مجبورم یه لپ تاپ دیگه بخرم منم فقط از این خوشم اومده لطفا اطلاع رسانی کنید !!!!",2,0,0,0,0,0,0,0
,,"پس این کی موجود میشه؟
هر روز دارم سر می‌زنم ولی هنوز خبری نیست!",8,0,0,0,0,0,0,0
,,"سلام
خیلی خوب می شه اگر مسئولین دی جی کالا در برابر این مطلب که مدت زیادی هست که این مدل لپ تاپ را در سایت خودشون قرار دادن و بهر علت از ارائه آن خودداری می کنند، اعلام نظر کنند، اینطوری کاربران فکر می کنند که شرکت دی جی کالا کاملاً بی تفاوت داره کار خودشو می کنه و برایش اهمیتی ندارد که مشتریان این شرکت چه کار می کنند و چه نظراتی دارند.
حداقل می توانند بگویند که چه مشکلاتی برای موجود کردن این کالا وجود دارد و آیا کاربران می توانند همچنان منتظر بمانند یا بروند و فکر دیگری به حال خودشان بکنند",20,0,0,0,0,0,0,0
,,"شدیدا منتظر این لپ تاپ هستم، مخصوصا مدل core i5",6,0,0,0,0,0,0,0
,,"چرا موجود نمیکنید؟",6,0,0,0,0,0,0,0
,,"چرا بعد از این همه مدت که از معرفی این لپ تاپ گذشته، هنوز در فروشگاه های اینترنتی موجود نیستش؟",5,0,0,0,0,0,0,0
,,"سلام لطفا حتما یه نقد و بررسی کامل هم وقتی آوردینش براش بذارید
در ضمن مدل CORE I5 IL بیارید.
خیلی از نمونه های مختلف asus دارید میارید اما این رو نمیدونم چرا ازش خبری نیست",6,0,5,5,5,5,5,5
,,"آقا من تو سایتای خارجی خوندم که این لپتاپ بعد یه مدت کار باهاش کیبورد و تاچ پدش خراب میشه و مشکل دار میشه.
لطفا اگه خواستین بخرین حتما review های خارجی رو بخونین",0,0,0,0,0,0,0,0
,,"من تمام کانفیگ ها رو دیدم...فقط 8GB داره اما اینکه بشه ارتقا داد شاید بشه...دقیق نمیدونم",1,0,0,0,0,0,0,0
,,"ببخشد یعنی رمش قابل ارتقا نیست ؟",0,0,0,0,0,0,0,0
,,"ببخشید گرافیکش چنده؟",0,0,0,0,0,0,0,0
,,"حداکثر 8GB",2,0,0,0,0,0,0,0
,,"سلام خیلی شیکه مخصوصا صفحه نمایش تا لبه رفته . محافظ گوریلا گلس هم داره . پردازنده قوی ..... کسی اطلاع داره حداکثر رمش چقدره ؟",0,0,0,0,0,0,0,0
,,"ای بابا خواهشا موجود کنید یا حداقل یه اطلاعی بدبن اگه قراره نیارین خواهشا",0,0,0,0,0,0,0,0
,,"آقا کی این لپ تاپ موجود میشه؟ مخصوصا سری developer edition",1,0,0,0,0,0,0,0
,,"سلام
به نظر من این کار شما بی احترامی به مشتری هست که از چند ماه پیش گفتین به زودی موجود می شود ولی هنوز... به هر حال لطفا corei5 این اولترابوک رو نیز بیارین.",0,0,5,5,5,5,5,5
,,"به نظرم یکی دیگه از گزینه های خوب که میتونه جایگزین این بشه Lenovo ThinkPad X250 ست با این مشخصات
Processor : 5th G i7 - 5600U
Graphics : Intel HD Graphics 5500
Memory : 8GB
Hard Drive : 256 GB SSD
Weight : 1.3 kg
Battery Life : Up to 20 hours
تفاوتش با لپ تاپ دل اینه که صفحه نمایشش لمسی نیست ( البته این مدلی که من گفتم)
من تجربه کار با لپ تاپ های لنوو داشتم واقعا معرکه و محکم هستند",0,0,0,0,0,0,0,0
,,"عاشقشم دیجی کالا جان مادرت موجودش کن........",0,0,0,0,0,0,0,0
,,"تجربه من از xps قدیمی: بعد از یک سال هاردش سوخت!! 90٪ از کسایی که این لپ تاپ رو داشتن این بلا سرشون اومد میگفتن جای فن مناسب طراحی نشده بوده!! در عرض سه سال دو بار باطریش رو عوض کردم بعد از اون هم بیخیال یاطری شدم.",0,0,0,0,0,0,0,0
,,"دوستان لپ تاب خوبیه یدونه از امازون برای دوستم گرفتم واقعا خوبه
توی سایتای خارجی از این لپ تاب مناسب دانشجو ها یاد کرده.رقبای مستقیمشم:lenovo t450, Mac book air 2015, Asus UX305 میباشند.",0,0,0,0,0,0,0,0
,,"لطفا HP Spectre x360 رو هم موجود کنید. توی سایت های دیگه در مقایسه با این لپتاپ عملکرد بهتری داشته مثل اینکه",2,0,0,0,0,0,0,0
,,"واقعا چرا موجود نمیکنید ؟
منتظر افت و خیز دلارین ؟ من باید خیلی سریع لب تاب بخرم، اورژانسیه اورژانسی . چی میشه تا آخر این هفته موجود میشد....؟",5,0,0,0,0,0,0,0
,,"سلام
این کالا واقعا استثنائیه !!
دی جی حان با این کانفیگ هم موجود کن. لطفا (تو سایت dell موجوده)
Exceptional Battery Life (بازدهی استثنائی باتری)
5th Generation Intel® Core™ i3 Processor
Windows 8.1
4GB Memory
128GB Solid State Drive
موافقین لایک بدن ..",7,0,0,0,0,0,0,0
,,"عجب سی ‍‍‍پی یو خدایی داره این لپتاپ
من در ابتدا به دلیل اینکه اندازه.وزن و قدرت برام خیلی مهم بود.مک بوک پرو و سرفیس 512 رو انتخاب کردم
اما با دیدن این لپ تاپ نظرم به کلی تغییر کرد
به دنبال خریدشم...",1,0,0,0,0,0,0,0
,,"لطفا هر چه سریع تر موحودش کنید از هر لحاظ بی عیبه فقط یکم گرونه هر موافقه+
باتشکر",7,0,4,4,5,5,5,5
,,"سلام به دوستان
این لب تاب Apple MacBook Air را میخوره کاش دیجی هر چه زود تر بیاره .",2,0,5,5,5,5,5,5
,,"من که دق کردم این موجود نشد ، یه حرکتی بکنین دیگه ملت منتظرن",1,0,0,0,0,0,0,0
,,"دی جی؟؟ خواهش میکنم سریع تر موجودش کن.",0,0,0,0,0,0,0,0
,,"هر کاری هم بکنه دل باز هم به پای کیفیت و قابلیت جابجایی بالای مک بوک ایر نمیرسه، بعدشم کارایی IOS کجا ، ویندوز کجا!
الکی مثلا من فن اپلم!",1,1,0,0,0,0,0,0
,,"این لپ تاپ در بازار موجود است تعجبم چرا دیجی اقدام به تهیه نکرده و البته خیلی مهم هست که این لپ تاپ با کانفیگ های مختلف ارایه بشود. لطفا سریع تر فصل تابستان به سرعت در حال فرا رسیدن هست و مطمنا نمیشود خرید را به دقیقه نود موکول کرد.",2,0,5,5,5,5,5,5
,,"بازل صفحه نمایش این لپ تاپ دو میلیمتر هست برای همین وب کم در پایین سمت چپ قرار داره به همین دلیل این لپ تاپ به اندازه لپ تاپ های یازده اینچی هست البته با یه صفحه سیزده اینچی.",2,0,0,0,0,0,0,0
,,"چرا کارت گرافیگش ننوشته چیه؟",0,0,0,0,0,0,0,0
,,"خود شرکت دل اعلام کرده این لپتاپ با لینوکس اوبنتو میاد ولی نمیدونم چرا دیجی کالا زده 8.1 مایکروسافت
حتی یه جایی میخوندم نوشته بودن که اگر از سیستم عامل مایکرو سافت خوشتون نمیاد این بهترین گزینه میتونه باشه",1,0,4,3,2,2,3,3
,,"دیجیکالاجان زودتر بیارش دیگه عزیزم....نسخه ای که فول اچ دیو لمسی نیستم هم بیار لطفا",3,0,5,5,5,5,5,5
,,"زیبایی حرف نداره",1,0,0,0,0,0,0,0
,,"اقا مردیم پس کوووو؟",4,0,0,0,0,0,0,0
,,"پس کی این لپ تاپ موجود میشه؟
لطفا مدلی که صفحه نمایشش فول اچ دیه و لمسی نیست هم بیارید
در پناه خدا",4,0,0,0,0,0,0,0
,,"موجودش کنید دیگه چقدر صبر کنیم",13,0,5,5,5,5,5,5
,,"چرا تا حالا از گرافیک ش حرفی زده نشده؟!
گرافیک ش اینتل هست یا گرافیک مجزا داره ؟؟!!
و اینکه 4 ماه گذشت پس کی موجود میشه،البته با کانفیک های متنوع",5,0,0,0,0,0,0,0
,,"دوسدارم مدلی که فول اچ دیه و 8 گیگ رم داره و لمسی نباشه رو بیارید ....تا یکم قیمتش بیاد پایینتر",1,0,5,5,5,5,5,5
,,"دیجیکالا لطفا مدلیم که فول اچ دیه و یکمم رمش پایینتره هم بیار...که قیمتش پایینتر باشه...",0,0,5,5,5,5,5,5
,,"کانفیگ های دیگر این مدل رو هم موجود کنید.مثل مدل 9343
امیدوارم دیجی کالا به نظر ها اهمیت بده",3,0,0,0,0,0,0,0
,,"تورو جون هرکی دوست داری زوددد تر بیارش خواهش",1,0,5,4,5,5,4,5
,,"دیجیکالا جان لطفا سعی کن زودتر بیاریش....لطفا ....کسی میدونه قیمتش حدودا چقدر میشه؟؟",0,0,5,5,5,5,5,5
,,"لطفا xps 15 هم برای فروش بزارید.
ممنون دیجی کالا.",1,0,0,0,0,0,0,0
,,"میشه بگین تاریخ تقریبی موجود شدن کی هست و چرا تا به حال تهیه نشده؟
ممنون",3,0,5,5,5,5,5,5
,,"خوشم میاد تو کل سایت و محصولات بگردین دیجیکالا تو بخش نظرات اصلا یک کامنت هم نگذاشته و به هیچ کس هم جوابی نداده !!!!",6,0,0,0,0,0,0,0
,,"دیجی جان 3 ماه گذشت ، اینجوری که نمینویسن به زودی !!!!!
اینو میگن انشالله شاید این سال بیاید .....شاید
خلاصه بیارش که منتظریم شدید",27,0,0,0,0,0,0,0
,,"چرا اینقدر تاخیر؟ دیجی جون چند ماهه منتظریم بیاریش دیگه :)",1,0,0,0,0,0,0,0
,,"میتونید از گزینه "" به من اطلاع بده "" استفاده کنید! :|",0,0,0,0,0,0,0,0
,,"لطفا موجود کنید و و در ضمن به مشتریان خود احترام بذارید ، این لپتاپ با مشخصات مختلف تولید میشه ، یعنی غیر لمسی هم داره ،همه مدلهاش و لطفا بیارید و مشتریان را وادار به خرید مدل مورد نظر خودتون نکنید .مرسی",7,0,0,0,0,0,0,0
,,"این لپ تاپ کی موجود میشه؟ واقعا احتیاجش دارم اطلاع رسانی کنید.",2,0,0,0,0,0,0,0
,,"سلام
لطفا نسخه ی غیر لمسیش رو هم بیارید. برای خیلی ها مثل من لمسی بودن مهم نیست. مهم اینه یه لپتاپی با قابلیت سخت افزاری مثل مک بوک پرو وجود داشته باشه که تو اجرای ویندوز باطریش داغون نشه. ممنونم.",2,0,0,0,0,0,0,0
,,"لطفا هنگام موجود شدن، همزمان نسخه غیر تاچ، با 8 و 4 گیگ رم و نسخه developers edition رو هم بیارید.",2,0,0,0,0,0,0,0
,,"عرب خان من نگفتم این لپ تاپ اصلا خوب نیست فقط گفتم برای این که بخوای بهترین تجربه رو داشته باشی حتما لازم نیست که بهترین صفحه نمایش رو داشته باشی و حتما نباید آخرین پردازشگر رو داشته باشی که هر دوی این عوامل باعث میشه عمر باتری کم بشه. با یکم هزینه کمتر هم میشه این لپ تاپ رو داشت و حتما نباید آخرین مشخصات رو داشته باشی که همین باعث میشه عمر باتری هم بهتر بشه ... تنها حرف من همینه
اگر دوست دارید صفحه نمایش تون روشنای و کنتراست تصویر خوبی نداشته باشه با همین مشخصات می تونید این لپ تاپ رو تهیه کنید ولی انتظار نداشته باشید باتری زیادی نگه داره
ولی اگر می خواید صفحه نمایش تون روشنایی و کنتراست بالایی داشته باشه فول اچ دی همین لپ تاپ رو با پرازشگر آی 5 بگیرید و از عمر باتری 10 ساعته این لپ تاپ لذت ببرید
اگر هم فک می کنید من اشتباه میگم می تونید یه سر به notebookcheck بزنید
موفق باشید
فربد",1,0,2,2,4,4,3,4
,,"طی بررسی که تو سایت thevrege خوندم باتریش اونقدر ها هم قوی نیست
جالب اینجاست مدل لمسیش 6:40 باتری نگه میداره یعنی نصف اون چیزی که دل گفته !!!!!!!!! حالا من میگم یه چیزی حدود 8 ساعت نگه میداره احتمالا
ولی در کل عالیه و یکی از گزینه های خریدم خواهد بود",0,0,0,0,0,0,0,0
,,"بهنام خان اصلا با حرفت موافق نیستم. شک نکنید برترین نوت بوک 13 اینچی حال حاضر دنیا همین دل xps است. احتمالا پردازنده آن نیز از نسل برودول خواهد بود. همچنین رزولوشن تصویر آن QHD است، نه آنچه که شما گفتید QHD+، چون QHD یعنی 2560*1440 و QHD+یعنی 3200*1800. البته در همین نوت بوک دل سایز 15 اینچش، رزولوشن بینظیر 4K یا بعبارت دیگر QFHD یا همان 3840*2160 قرار دادند که مسحورکننده است. با توجه به وزن بسیار کم و البته تصویر عالی و باتری 12 ساعته در مدل CORE I7 میشه گفت جز مک ایر رقیبی برای این نوت بوک وجود نداره.",1,0,0,0,0,0,0,0
,,"موجودش کنید",8,0,0,0,0,0,0,0
,,"لطفا اعلام کنید این زمان بزودی کی میشه ؟ زودتر بیارید . با تشکر",2,0,0,0,0,0,0,0
,,"اگه بیاره قیمت چند میشه کسی میتونه جواب بده ؟",1,0,0,0,0,0,0,0
,,"این دستگاه درایو نوری نداره پس چطور میشه نرم افزار یا بازی های با حجم زیاد توش نصب کرد؟دیجی جون لطفا نظر منو سریع بزار",1,0,0,0,0,0,0,0
,,"یکی از نقد های معتبر سایت های خارجی که وقتی نقد و بررسی انجام میده و به تمام جزییات لپ تاپ می پردازه و به صورت موشکافانه آن را بررسی می کند دقیقا همین مدل dell که در اینجا هست رو مورد نقد و بررسی قرار داده گفته که پنل و یا همون نمایشگر تاچ QHD+ ( 1440×2560)
< این پنل نا امید کننده هست چرا که روشنایی لازمی که نمایشگر FHD )1920*1080) را دارد را اصلا برخوردار نیست >
البته بماند که مدل FHD این لپ تاپ را هم مورد بررسی قرار داده این سایت و پنل بهتری نسبت به این مدل دارد.",2,0,2,2,4,4,3,4
,,"لطفا developer editon این لپ تاپ وقتی اومد رو با این مشخصات بیارید :
پردازنده مرکزی:Intel Core i5
حافظه RAM:ظرفیت: 8 گیگابایت - نوع: DDR3
حافظه داخلی:ظرفیت: 256 گیگابایت - نوع: SSD - مشخصات: 5400RPM
صفحه نمایش:13 اینچ از نوع IPS LCD با دقت 1080×1920 QHD
سپاسگذارتان می شوم :)",11,0,2,2,4,4,3,4
,,"دیجیکالا بیا ر این دستگاه رو . مخصوصا Developer edition شو",3,0,0,0,0,0,0,0
,,"اگه همین صفحه نمایش لمسی را با پردازشگر کور آی 5 بود حرف شما درست بود و 9 ساعت می تونست دووم بیاره ولی چون سی پی یویی که دیجی میاره کور آی 7 هست، 6 ساعت بیشتر دووم نمیاره.",1,0,2,2,4,4,3,4
,,"لپ تاپ خوبیه ولی امیر رضازاده شما دل پرسیشن را انگار ندیدی! دل پرسیشن m3800 غوغایی در دنیای امروز نوتبوکها کرده و بشدت چالش کشیده مک پرو اپل را. اصولا قویترین نوت بوک دنیا همواره دل پریسشن بوده.",1,0,0,0,0,0,0,0
,,"رنگ مشکیش هم هست که خیلی شیکه.قیمتش بالای نره خیلی خوبه.",1,0,5,5,5,5,5,5
,,"تنها مشکلش بنظر من اینه که نمیشه 1080p و لمسی رو باهم داشت و باید یکی رو انتخاب کرد که خب بخاطر ویندوز 10 نمیشه از صفحه لمسی گذشت پس باید با عمر باطری کم QHD+ کنار اومد
البته حدود 9 ساعت اینقدر هم کم نیست",3,0,5,5,5,5,5,5
,,"امیدواریم زود تر موجود بشه.با صفحه نمایش QHD تاچ و دقت 3200*1800 (البته اینجا یه چیز دیگه زده)...و با رم 8 گیگ و 256 اس اس دی.چون مدل پایین ترش هم هست.",0,0,5,5,5,5,5,5
,,"باتری اون هم یه چیزی در حدود 6 ساعت دوم میاره چون باید اون همه پیکسل رو پردازش کنه و سی پی یو بالایی هم که داره باعث میشه باتری درهمین حد دوم بیاره و لپ تاپ داغ تر هم میشه
ولی مدل پایین تره اون
که صفحه نمایش1920 در 1080 هست و سی پی یو آی 5 هست و رم 8 گیگ دار و حافظه 256 اس اس دی در حدود 12 ساعت باتری رو در خودش نگه میداره به نظره من صفحه نمایش فول اچ دی هم کاره همه رو راه میندازه و قیمتی هم که این مدل داره بسیار معقول تر هست.
ار دیجی تقاضا مندم که این مدل را هم بیاورد
با تشکر فراوان",5,0,2,2,4,4,3,4
,,"عالی و زیبا اگه دیجی بیاره میخرمش.",0,0,4,5,5,5,4,5
,,"مدل گرافیک این لبتاپ این هستش:3839MB (shared) Intel HD Graphics 5500",1,0,0,0,0,0,0,0
,,"100 درصد میخرمش.عالیه.فقط کاش دیجی کالا مشخصاتش رو کامل کنه و زودتر موجودش کنه.ولی واقعا عاشقش شدم و قید همه ی لپتاپارو زدم.فقط دل",0,0,0,0,0,0,0,0
,,"یکی به ما نگفت گرافیک این لب تاپ چیه؟",0,0,0,0,0,0,0,0
,,"واااای صفحه نمایش اولترا اچی دی!!!!!
اینم از شارژ، 6 مگ کش
عالی ترینه!
ولی خب حتما گرونم هست دیگه...!
حیف/:
عالیه",5,0,0,0,0,0,0,0
,,"واقعا عالیه اگه بیاد صد در صد خریدارش هستم .
دیجی کالا لطفا اصلاح کن صفحش لمسیه",6,0,5,5,5,5,5,5
,,"اگر این همون مدلی باشه که تو ces2015 معرفی شد باید صحفه نمایشش لمسی باشه ولی اینجا زده که لمسی نیست!!!!",5,0,0,0,0,0,0,0
,,"واییییییییی.اگه ساعت شارژدهیش 15 ساعت باشه واقعن محشره.",7,0,0,0,0,0,0,0
,,"مطمئن باشید همانا موجود کردن این لپ تاپ از افضل واجباته!
جدا ازین حرفا، با اختلاف یکی از زیباترین لپ تاپ های دنیاس.. خصوصا این نمونه ای ک دیجی مشخصاتش رو گذاشته،، با صفحه تاچش فووق العاادس..",14,0,4,5,5,5,5,5
,,"یه نکته جالب در مورد این لپتاپ اینه که درسته 13 اینچیه، ولی به لطف حاشیه های باریکش اندازه ای مشابه 11 اینچی ها داره. خیلی طراحی و سخت افزار خوبی داره.",7,0,0,0,0,0,0,0
,,"از نزدیک دیدن داره :)",5,0,5,5,5,5,5,5
,,"خیلی عالیه...15 ساعت شارژ نگهمیداره..13اینچ...عالییییییییی...حافظش256ه که خیلی کمه...باید ببینیم قیمتش چقدره...اما درکل عالیه",6,0,5,5,5,5,5,5
,,"دی جی کالا لطفا هرچه سریعتر موجودش کن..",9,0,5,5,5,5,5,5
,,"خیره کننده و واقعا زیبا !!!",4,0,0,0,0,0,0,0
,,"اگه برای افزودن هارد دیسک فضا در نظر نگرفته باشن به نظر من 256 گیگ اس اس دی کار خیلیا رو راه نمیندازه",3,0,5,5,5,5,5,5
,,"ظاهر بسیار زیبایی داره و در نوع خودش بی نظیره !",4,0,5,5,5,5,5,5
